item_id,group_id,conversation_id,test_fold
403:0:2,component-2504229041316992,403,1
403:2:0,component-2504229041316992,403,1
4040:0:0,component-8ac31fdc656b9568,4040,1
4041:0:0,component-b8ccfad04f652a91,4041,4
4042:0:0,component-2c28925292085ca7,4042,3
4044:0:0,component-c1917b1eeaf22b3b,4044,4
4044:10:0,component-c1917b1eeaf22b3b,4044,4
4044:12:0,component-c1917b1eeaf22b3b,4044,4
4044:12:1,component-c1917b1eeaf22b3b,4044,4
4044:2:0,component-c1917b1eeaf22b3b,4044,4
4044:4:0,component-c1917b1eeaf22b3b,4044,4
4044:4:1,component-c1917b1eeaf22b3b,4044,4
4044:6:0,component-c1917b1eeaf22b3b,4044,4
4044:8:0,component-c1917b1eeaf22b3b,4044,4
4045:0:0,component-ee46ee9580d3e5cd,4045,0
4045:2:0,component-ee46ee9580d3e5cd,4045,0
4046:0:0,component-ae1385dfff8e9965,4046,1
4047:0:0,component-ca3de609c1eac916,4047,1
4048:0:0,component-e90c7dc83e2f4292,4048,4
4049:0:0,component-51f29f931aaeda53,4049,2
4049:2:0,component-51f29f931aaeda53,4049,2
404:0:0,component-7d1638a8a8e93a03,404,3
4050:0:0,component-2e3a30ca8393f698,4050,2
4050:2:0,component-2e3a30ca8393f698,4050,2
4051:1:0,component-362761b4d79499e9,4051,0
4051:3:0,component-362761b4d79499e9,4051,0
4052:0:0,component-e7a5fba99537f3f4,4052,1
4052:2:0,component-e7a5fba99537f3f4,4052,1
4053:0:0,component-8dfcc77fa2f8fa20,4053,3
4054:1:0,component-1647f2b9014bd206,4054,1
4055:0:0,component-7ed13e6083dc9acb,4055,4
4056:0:0,component-e974752d3db9a1f2,4056,2
4057:0:0,component-9da115cf647fba52,4057,1
4058:0:0,component-63b1760deeb9e226,4058,1
4059:0:0,component-2677c6cbffb7bc92,4059,3
4059:2:0,component-2677c6cbffb7bc92,4059,3
4059:4:0,component-2677c6cbffb7bc92,4059,3
405:0:0,component-60045914fa490f20,405,4
4060:0:0,component-8aeba8380ff5b949,4060,3
4060:2:0,component-8aeba8380ff5b949,4060,3
4060:2:1,component-8aeba8380ff5b949,4060,3
4061:0:0,component-eabfd946fe5d96b5,4061,3
4061:2:0,component-eabfd946fe5d96b5,4061,3
4061:4:0,component-eabfd946fe5d96b5,4061,3
4062:0:0,component-e29d88d9fe5a416b,4062,2
4062:2:0,component-e29d88d9fe5a416b,4062,2
4063:0:0,component-7e84d11255ba948c,4063,0
4064:0:0,component-e28711bf2fbb721b,4064,1
4065:0:0,component-955f1ddc2948b153,4065,1
4065:2:0,component-955f1ddc2948b153,4065,1
4065:4:0,component-955f1ddc2948b153,4065,1
4065:6:0,component-955f1ddc2948b153,4065,1
4066:0:0,component-90735113d8017d10,4066,0
4067:0:0,component-91692f0f14812e47,4067,2
4068:0:0,component-48301c68bf9709e3,4068,1
4069:0:0,component-21fe268da09c1037,4069,1
4069:2:0,component-21fe268da09c1037,4069,1
406:0:0,component-1cbe732da202418d,406,4
4070:0:0,component-36c91ec36a8279c2,4070,2
4071:0:0,component-70a31037a7e5601e,4071,2
4072:0:0,component-ff8a3b969cee59a3,4072,3
4073:0:0,component-1a53a70a4aeac781,4073,3
4074:0:0,component-9983f2991800055c,4074,3
4075:0:0,component-b7d30a5520d16f77,4075,4
4076:0:0,component-eb4896f1cf315ee9,4076,4
4076:2:0,component-eb4896f1cf315ee9,4076,4
4077:0:0,component-29fe78854d961132,4077,3
4077:2:0,component-29fe78854d961132,4077,3
4078:1:0,component-ce3505f5f816f4d0,4078,1
4079:0:0,component-21be2ce4ffc3172b,4079,1
407:0:0,component-ab06caf4aedd2f32,407,4
4080:0:0,component-b13f00abc7bdbe5e,4080,3
4081:0:0,component-c58e907ee074b77f,4081,1
4082:0:0,component-0eb05527c63bb0eb,4082,2
4083:0:0,component-bc337e5f25ae50ef,4083,4
4083:2:0,component-bc337e5f25ae50ef,4083,4
4084:0:0,component-4541c722fcb88d78,4084,1
4085:0:0,component-a2e509a32afc5f63,4085,0
4086:0:0,component-ec624e80cd5c8141,4086,3
4087:0:0,component-a986d57499c40c90,4087,0
4088:0:0,component-d10de18b25709ee7,4088,3
4088:2:0,component-d10de18b25709ee7,4088,3
4089:0:0,component-03b2b5fc8da5fff5,4089,1
408:0:0,component-b0ecc33542b3d1bd,408,1
408:2:0,component-b0ecc33542b3d1bd,408,1
4090:0:0,component-2adc5609a7278add,4090,4
4091:0:0,component-43a88aec7cc90aef,4091,1
4092:0:0,component-71348b1b72c3165f,4092,0
4093:0:0,component-614862106c441e41,4093,1
4094:0:0,component-9aed670196a23a32,4094,1
4095:0:0,component-5f2666d907c2cd23,4095,4
4096:0:0,component-5022484e48ab323b,4096,3
4096:2:0,component-5022484e48ab323b,4096,3
4097:0:0,component-9748748f19337a8e,4097,1
4098:0:0,component-1ebd3a38308963f7,4098,1
4099:0:0,component-72261d99a2922ec0,4099,2
409:0:0,component-2eca5f4be3511f5d,409,1
40:1:0,component-448aab4c19600abd,40,4
4100:0:0,component-4aada5686a0e220c,4100,0
4101:0:0,component-e961e976a7baa37d,4101,4
4102:0:0,component-eacf7079bad8bcb5,4102,3
4103:0:0,component-be52e72288c2b153,4103,3
4103:10:0,component-be52e72288c2b153,4103,3
4103:2:0,component-be52e72288c2b153,4103,3
4103:4:0,component-be52e72288c2b153,4103,3
4103:6:0,component-be52e72288c2b153,4103,3
4103:8:0,component-be52e72288c2b153,4103,3
4104:0:0,component-ae6a02b5543588df,4104,0
4105:1:0,component-88a4f89e26bdbb87,4105,0
4105:3:0,component-88a4f89e26bdbb87,4105,0
4106:0:0,component-e6e7418509f19ec1,4106,0
4107:0:0,component-e74d9c7147984588,4107,3
4107:2:0,component-e74d9c7147984588,4107,3
4108:0:0,component-412ebc51a908f9ef,4108,4
4108:0:1,component-412ebc51a908f9ef,4108,4
4109:0:0,component-140ae10dd9f43fb0,4109,4
410:0:0,component-ab3ae09865fde5e4,410,1
410:0:1,component-ab3ae09865fde5e4,410,1
4110:0:0,component-4d15a380737e895d,4110,4
4110:2:0,component-4d15a380737e895d,4110,4
4111:0:0,component-02b677fc3ccc815a,4111,3
4112:0:0,component-34b3341b236bc35e,4112,4
4112:2:0,component-34b3341b236bc35e,4112,4
4113:0:0,component-96dfc99128300e0c,4113,3
4114:0:0,component-77c6eef90c42022d,4114,2
4115:0:0,component-4c7cf9ab2a2dd34d,4115,0
4116:0:0,component-b197d466fc1e4001,4116,3
4116:2:0,component-b197d466fc1e4001,4116,3
4117:0:0,component-8c47c352e2a1aae3,4117,2
4118:0:0,component-d61f12b5f5ec41dd,4118,3
4119:0:0,component-978a361e9c2b1294,4119,2
411:0:0,component-811832d3d2148677,411,0
4120:0:0,component-53cc76b1dac7adae,4120,2
4121:0:0,component-b654ef1c716c8c6b,4121,0
4122:0:0,component-b1bb943502fa750b,4122,4
4123:0:0,component-04248923f918887b,4123,0
4124:0:0,component-e77f84d45602213f,4124,2
4124:2:0,component-e77f84d45602213f,4124,2
4125:0:0,component-f2b73c56f43392e2,4125,3
4126:0:0,component-7d0e33075696dbd1,4126,2
4127:0:0,component-7e3cf663246d896a,4127,3
4127:2:0,component-7e3cf663246d896a,4127,3
4128:0:0,component-5c4210e1aec1e923,4128,2
4129:0:0,component-97b6e53a007e6a4e,4129,3
412:0:0,component-acab189012b56ce0,412,4
4130:0:0,component-c78fe74ebb405fae,4130,2
4130:2:0,component-c78fe74ebb405fae,4130,2
4131:0:0,component-5461f9ea799a8b5d,4131,2
4132:0:0,component-58ec343d2b6c9d98,4132,3
4133:0:0,component-a4ff726ac1ee7936,4133,2
4134:0:0,component-1d6c48f650b852fb,4134,2
4135:0:0,component-1ac2e3bf239ceb30,4135,3
4136:0:0,component-ba74d897000be774,4136,4
4136:2:0,component-ba74d897000be774,4136,4
4137:0:0,component-fdbef90f956940dc,4137,2
4138:0:0,component-ce306c640969b47a,4138,3
4139:0:0,component-142e3f73b895e379,4139,1
413:0:0,component-db72ee70a2be7a0c,413,3
4140:0:0,component-04d57d30b4b090a4,4140,2
4140:2:0,component-04d57d30b4b090a4,4140,2
4141:0:0,component-89741a6a8c157dd6,4141,2
4141:2:0,component-89741a6a8c157dd6,4141,2
4142:0:0,component-0ae6aa18fa428071,4142,2
4143:0:0,component-dd8213ef9a05e860,4143,2
4144:0:0,component-4aa5c2447981e97f,4144,1
4145:0:0,component-d52737efad786e70,4145,4
4146:0:0,component-90b27f7eb3c7da14,4146,2
4147:0:0,component-b2dfbdae62901a42,4147,1
4148:0:0,component-ce4ecb98976b8af2,4148,4
4148:0:1,component-ce4ecb98976b8af2,4148,4
4149:0:0,component-a78c5800a16d1620,4149,4
4149:2:0,component-a78c5800a16d1620,4149,4
414:0:0,component-4a85d7e00497b5d3,414,4
414:2:0,component-4a85d7e00497b5d3,414,4
4150:0:0,component-122ed06465075cfc,4150,0
4150:2:0,component-122ed06465075cfc,4150,0
4151:0:0,component-a4f44bb6139a8ab9,4151,3
4152:0:0,component-ad6bc07a16893277,4152,2
4153:0:0,component-a57f3c370d8b563a,4153,1
4154:1:0,component-2edef8097af28da3,4154,3
4154:3:0,component-2edef8097af28da3,4154,3
4155:0:0,component-9d5dba7849f0209b,4155,0
4156:0:0,component-0cd14dddc9bf0555,4156,3
4157:0:0,component-e2432b1e8b9395f0,4157,3
4157:0:1,component-e2432b1e8b9395f0,4157,3
4158:0:0,component-7da669dfc0462d7a,4158,4
4159:0:0,component-2196d7fd56c4a368,4159,1
4160:0:0,component-ead18b92be222b67,4160,2
4161:0:0,component-d9d3695bc763512b,4161,2
4162:0:0,component-e9bccb369ed8170e,4162,3
4163:0:0,component-734a786f594741ae,4163,4
4163:0:1,component-734a786f594741ae,4163,4
4163:0:2,component-734a786f594741ae,4163,4
4164:0:0,component-505e55d746983108,4164,1
4164:0:1,component-505e55d746983108,4164,1
4165:0:0,component-1eb320b30db71de7,4165,2
4165:2:0,component-1eb320b30db71de7,4165,2
4165:4:0,component-1eb320b30db71de7,4165,2
4166:0:0,component-7fd056823019b029,4166,2
4167:0:0,component-fcca85ec3149c695,4167,2
4168:0:0,component-dcb9187ef46c2ceb,4168,1
4169:0:0,component-508c9153ef2fc13d,4169,1
4169:2:0,component-508c9153ef2fc13d,4169,1
416:0:0,component-a2b45237a7b44aaa,416,3
4170:0:0,component-d826597ba4e25562,4170,1
4171:0:0,component-fdc1aaa5952ceefa,4171,0
4172:0:0,component-ecf12813ae6e4f8c,4172,3
4173:0:0,component-304484d115b22572,4173,2
4174:0:0,component-c2f08676508e44d6,4174,3
4175:0:0,component-d7f6297f9e1dca04,4175,0
4176:0:0,component-07686447c9ffd381,4176,1
4177:0:0,component-83224a3d8ad34733,4177,2
4177:2:0,component-83224a3d8ad34733,4177,2
4178:0:0,component-253ac7b9f2cff806,4178,4
4179:1:0,component-d7a093638d5e6ea2,4179,1
4179:3:0,component-d7a093638d5e6ea2,4179,1
417:0:0,component-04d7967801e560fd,417,4
4180:0:0,component-b3c3ab15e775f8ab,4180,1
4181:0:0,component-13fb7cd62b45e24f,4181,0
4182:0:0,component-63db5b762554da49,4182,2
4183:0:0,component-a23ea73d14b5f44f,4183,0
4184:0:0,component-49df8ec5ea2dd68d,4184,2
4185:0:0,component-ac1a3608a1bc09ac,4185,3
4186:0:0,component-12af7a01d741d016,4186,2
4186:0:1,component-12af7a01d741d016,4186,2
4186:2:0,component-12af7a01d741d016,4186,2
4187:0:0,component-ee82ced3eb6fe400,4187,1
4188:0:0,component-a4b0f14ba6d17b55,4188,2
4188:2:0,component-a4b0f14ba6d17b55,4188,2
4189:0:0,component-c8dfa73df385271b,4189,0
418:0:0,component-10da0e9d6545932f,418,1
4190:0:0,component-45bd24852bc86459,4190,4
4191:0:0,component-8d25d7583a805804,4191,0
4192:0:0,component-73f4390c159b503e,4192,1
4193:0:0,component-21d86ccc0fb646ce,4193,1
4194:0:0,component-9a1f8385720fb399,4194,0
4195:0:0,component-64c0dc15477449d7,4195,2
4196:0:0,component-da3d92f3d1af5eb5,4196,3
4197:0:0,component-e845ea10c6261c1f,4197,4
4198:0:0,component-22f89ad113a7dbf6,4198,0
4199:0:0,component-edad52d7a20c800c,4199,1
4199:2:0,component-edad52d7a20c800c,4199,1
419:0:0,component-64c8c17528d6e3f3,419,0
419:2:0,component-64c8c17528d6e3f3,419,0
41:0:0,component-81a36d54d56bcb55,41,3
4200:0:0,component-3fcc485790f8b910,4200,3
4201:0:0,component-86d52ab700030f1d,4201,3
4202:0:0,component-6d7d8a891df02a27,4202,2
4203:0:0,component-52858e89d7f1f631,4203,2
4204:0:0,component-8a272d64c337f0bb,4204,4
4205:0:0,component-42d0808b537ace1f,4205,2
4206:0:0,component-998171d5adb0615e,4206,1
4207:0:0,component-5f24379ad798bad5,4207,4
4207:2:0,component-5f24379ad798bad5,4207,4
4208:0:0,component-8bfbfd3115562717,4208,1
4209:0:0,component-8b9e6e2b7f586e79,4209,1
420:0:0,component-a1ce490caa801816,420,4
4210:0:0,component-a8c5a77cb93ec544,4210,4
4210:2:0,component-a8c5a77cb93ec544,4210,4
4211:0:0,component-13889b39033681c2,4211,2
4211:2:0,component-13889b39033681c2,4211,2
4212:1:0,component-098632584f149cdf,4212,4
4213:0:0,component-a24449cb5f9f992e,4213,1
4214:0:0,component-2beb44721d436ea5,4214,2
4215:0:0,component-c4ba06e7fb7909fb,4215,0
4215:2:0,component-c4ba06e7fb7909fb,4215,0
4216:0:0,component-df2ff4ae256c6b2f,4216,4
4216:2:0,component-df2ff4ae256c6b2f,4216,4
4217:0:0,component-b56f99c41f4c2fc3,4217,4
4218:0:0,component-4036773da1e46f55,4218,3
4218:2:0,component-4036773da1e46f55,4218,3
4219:0:0,component-df7c8c4c702bde9b,4219,0
4219:2:0,component-df7c8c4c702bde9b,4219,0
421:0:0,component-e304c51452001b4b,421,4
4220:0:0,component-099a9d31ac634e16,4220,0
4221:0:0,component-0064d0b8a1c4ed93,4221,3
4221:2:0,component-0064d0b8a1c4ed93,4221,3
4222:0:0,component-71a06d612b3714e6,4222,3
4223:0:0,component-e54f87e811fe6dae,4223,2
4224:0:0,component-acefce23c73921fb,4224,4
4225:0:0,component-8d030013ee38a4ab,4225,0
4226:0:0,component-6b6bdd7485c31a82,4226,1
4227:0:0,component-fe7a2b42c5e03bb1,4227,1
4227:0:1,component-fe7a2b42c5e03bb1,4227,1
4228:0:0,component-0dd724542a2503a1,4228,0
4229:0:0,component-e752af45e7abfc30,4229,3
4229:2:0,component-e752af45e7abfc30,4229,3
4229:4:0,component-e752af45e7abfc30,4229,3
422:0:0,component-607ff55661e18e1d,422,4
4230:0:0,component-db410f1364b006b7,4230,1
4231:0:0,component-61be10e4bf1d0efc,4231,4
4231:2:0,component-61be10e4bf1d0efc,4231,4
4231:4:0,component-61be10e4bf1d0efc,4231,4
4231:6:0,component-61be10e4bf1d0efc,4231,4
4231:8:0,component-61be10e4bf1d0efc,4231,4
4232:0:0,component-cdc9f2fc79ad202e,4232,3
4233:0:0,component-fa60e1765b69ca8b,4233,0
4234:0:0,component-d67eb60da3f0f2a0,4234,3
4234:2:0,component-d67eb60da3f0f2a0,4234,3
4235:0:0,component-2e94b2508bf9bc8a,4235,4
4236:0:0,component-fb7fa779186bc01d,4236,1
4237:0:0,component-060384ecf2e74dc9,4237,1
4238:0:0,component-1d95c6f35cfb84bd,4238,2
4239:0:0,component-697ebe5b34e5b57a,4239,0
423:0:0,component-3177c3f1342d102b,423,0
4240:0:0,component-8081e5a9ff3c09c2,4240,3
4241:0:0,component-bfb62ecb1096492b,4241,0
4241:2:0,component-bfb62ecb1096492b,4241,0
4242:0:0,component-50a9e35d1ef0eae3,4242,0
4242:2:0,component-50a9e35d1ef0eae3,4242,0
4243:0:0,component-8db9c3898d9b6496,4243,4
4244:0:0,component-4e105b5b10953c28,4244,0
4245:0:0,component-6fa63f660202f5df,4245,3
4246:0:0,component-a6d855e460f9ba8a,4246,1
4247:0:0,component-2dd67b8df0f54e72,4247,0
4248:0:0,component-f5e9ed6bbacc2f73,4248,0
4248:2:0,component-f5e9ed6bbacc2f73,4248,0
4249:0:0,component-d51019bff97e3198,4249,4
424:0:0,component-e9c6d4eab2b58c7c,424,3
4250:0:0,component-531347c847d7daa3,4250,0
4250:2:0,component-531347c847d7daa3,4250,0
4251:0:0,component-2ce8f2face5526e6,4251,0
4252:0:0,component-d35329717bdd23fe,4252,3
4253:0:0,component-be84a150184021f0,4253,2
4254:0:0,component-95b1e255a3259a46,4254,3
4254:2:0,component-95b1e255a3259a46,4254,3
4255:0:0,component-4bc745bce0a1fe11,4255,4
4256:0:0,component-0222199f257694bc,4256,3
4257:0:0,component-4bc84dfb9310eec6,4257,3
4258:0:0,component-8285bfdb793f69a1,4258,2
4259:0:0,component-3737f84104777e1b,4259,2
4259:2:0,component-3737f84104777e1b,4259,2
4259:2:1,component-3737f84104777e1b,4259,2
425:0:0,component-dc52bf2930f9b161,425,1
4260:1:0,component-2fe3fbfcd1c7ff65,4260,1
4261:0:0,component-fa2e20657c635d73,4261,0
4262:1:0,component-159f68cf53e603a7,4262,4
4263:0:0,component-67dc04771705ad4e,4263,0
4264:0:0,component-d567608bfe2282b2,4264,1
4265:0:0,component-ef570b57948447f8,4265,4
4265:2:0,component-ef570b57948447f8,4265,4
4265:4:0,component-ef570b57948447f8,4265,4
4266:0:0,component-e8610f3c5d1a0868,4266,4
4267:0:0,component-81a0078d054888d3,4267,2
4268:0:0,component-bcfcecdb6391c99e,4268,1
4269:0:0,component-69ad7973b5d632f3,4269,3
4269:2:0,component-69ad7973b5d632f3,4269,3
4269:4:0,component-69ad7973b5d632f3,4269,3
4269:6:0,component-69ad7973b5d632f3,4269,3
426:0:0,component-9c960710d47dbf68,426,1
426:2:0,component-9c960710d47dbf68,426,1
4270:0:0,component-a31320e6ca5ecec2,4270,1
4271:0:0,component-43f91b3fc5981a5d,4271,4
4272:0:0,component-a35a80862976208b,4272,2
4273:0:0,component-291463516f3449cc,4273,3
4274:0:0,component-4beecd2c7edbcbbe,4274,2
4275:0:0,component-57b3260f3c9d695e,4275,3
4276:0:0,component-ac34b9e3a21a3246,4276,3
4277:0:0,component-98cd0d49147122e0,4277,4
4277:2:0,component-98cd0d49147122e0,4277,4
4278:0:0,component-8f771b4413fda54d,4278,3
4279:0:0,component-8e52a783dd312342,4279,4
427:0:0,component-459a9f2de7c2b004,427,2
427:2:0,component-459a9f2de7c2b004,427,2
4281:0:0,component-48f8c44e35fb6d59,4281,3
4282:0:0,component-df4b61ea803d5312,4282,2
4283:0:0,component-56d0f7a871ff18c3,4283,4
4283:0:1,component-56d0f7a871ff18c3,4283,4
4284:0:0,component-0fa3628117d30bfa,4284,3
4284:2:0,component-0fa3628117d30bfa,4284,3
4285:0:0,component-6a8f72205608b7b8,4285,1
4286:0:0,component-99b82f20c41c9220,4286,4
4287:0:0,component-7bd507398db7ada3,4287,4
4288:0:0,component-c6187ecde9c8ba24,4288,1
4289:0:0,component-720b107681bdb826,4289,3
428:0:0,component-6e8e996d7da37a97,428,0
4290:0:0,component-59f596eca80dd1b5,4290,4
4290:2:0,component-59f596eca80dd1b5,4290,4
4291:0:0,component-98a80170454bed45,4291,2
4292:0:0,component-dea60a0b95ab9725,4292,1
4293:0:0,component-44fe3e13cf587127,4293,0
4294:0:0,component-0b794f9e07e9eac3,4294,4
4294:2:0,component-0b794f9e07e9eac3,4294,4
4294:4:0,component-0b794f9e07e9eac3,4294,4
4294:6:0,component-0b794f9e07e9eac3,4294,4
4295:0:0,component-b13a50756031381d,4295,2
4296:0:0,component-fbc367f8910871ee,4296,1
4297:0:0,component-7a072ae6aba34e8e,4297,2
4298:0:0,component-07561daed1c27927,4298,2
4299:0:0,component-b2c79523de04db64,4299,4
429:0:0,component-18208124a72a6f38,429,2
42:0:0,component-c70c96500ebed319,42,2
4300:0:0,component-cf76d9cf94d6aa76,4300,3
4301:0:0,component-945125c74761aeae,4301,1
4302:0:0,component-3491db53399848e7,4302,4
4303:0:0,component-75df00a01b3a1c2c,4303,3
4303:2:0,component-75df00a01b3a1c2c,4303,3
4304:0:0,component-b2542be7575e89ec,4304,1
4304:2:0,component-b2542be7575e89ec,4304,1
4304:4:0,component-b2542be7575e89ec,4304,1
4305:0:0,component-0f44d499d08e9210,4305,0
4306:0:0,component-ee3f337b15e23eb8,4306,3
4307:0:0,component-2293706dd3f2e0ab,4307,1
4308:0:0,component-08544576b28b0423,4308,0
4309:0:0,component-06a38527ade72e77,4309,4
430:0:0,component-af6b93a7e62035d1,430,2
430:2:0,component-af6b93a7e62035d1,430,2
4310:0:0,component-69a72ee2ed3a7a1e,4310,4
4311:0:0,component-b4ae14240ffede5d,4311,3
4311:2:0,component-b4ae14240ffede5d,4311,3
4311:4:0,component-b4ae14240ffede5d,4311,3
4312:0:0,component-1981d7b8143927db,4312,1
4312:2:0,component-1981d7b8143927db,4312,1
4313:0:0,component-04afc3fbf8332fc2,4313,2
4314:0:0,component-da248ef3684b067b,4314,0
4315:0:0,component-0b5203a5dfa090b6,4315,1
4316:0:0,component-3518abeddfe8e4f3,4316,4
4316:2:0,component-3518abeddfe8e4f3,4316,4
4317:0:0,component-bf01f65da89bbfd4,4317,0
4318:0:0,component-4cd45fca557b38ec,4318,4
4319:0:0,component-0365e1663ae8888f,4319,3
4319:2:0,component-0365e1663ae8888f,4319,3
431:0:0,component-4c20b5d54fe0aa48,431,4
431:2:0,component-4c20b5d54fe0aa48,431,4
431:4:0,component-4c20b5d54fe0aa48,431,4
4320:0:0,component-685b0559d8013c2c,4320,2
4320:2:0,component-685b0559d8013c2c,4320,2
4321:0:0,component-7cdfbe3393964a75,4321,4
4322:0:0,component-8a7240d325e39470,4322,4
4323:0:0,component-ec94ef9a48fc1627,4323,3
4323:2:0,component-ec94ef9a48fc1627,4323,3
4324:0:0,component-968e00d8f04e6702,4324,2
4325:0:0,component-26110fc0754dc34e,4325,1
4326:0:0,component-6fd08dadf2ccf490,4326,0
4327:0:0,component-491ce382b9afea77,4327,1
4327:2:0,component-491ce382b9afea77,4327,1
4328:0:0,component-efa25b00cde100cc,4328,3
4329:0:0,component-9880e0cef49f8509,4329,0
432:0:0,component-e02e24298bbf6385,432,3
4330:0:0,component-4dd07ab5241794dd,4330,3
4331:0:0,component-b30b245f1af2f1df,4331,3
4332:0:0,component-f77601725a7814e3,4332,0
4332:2:0,component-f77601725a7814e3,4332,0
4333:0:0,component-8e17ad631c8b2fed,4333,0
4334:0:0,component-9810d34ffca60914,4334,4
4335:0:0,component-e6ec344b0ad8027f,4335,3
4336:1:0,component-3451e35772bce77d,4336,1
4336:3:0,component-3451e35772bce77d,4336,1
4337:0:0,component-9a45607878cb59a9,4337,1
4337:2:0,component-9a45607878cb59a9,4337,1
4337:4:0,component-9a45607878cb59a9,4337,1
4337:6:0,component-9a45607878cb59a9,4337,1
4338:0:0,component-664c5d0f7572eb8e,4338,3
4339:0:0,component-7c1c80fb64cdf704,4339,2
433:0:0,component-b2813c9ad402b4a1,433,1
4340:0:0,component-4a1d96fbb949ba98,4340,3
4340:2:0,component-4a1d96fbb949ba98,4340,3
4340:4:0,component-4a1d96fbb949ba98,4340,3
4340:6:0,component-4a1d96fbb949ba98,4340,3
4340:8:0,component-4a1d96fbb949ba98,4340,3
4340:8:1,component-4a1d96fbb949ba98,4340,3
4341:0:0,component-9afcec11261ae205,4341,4
4341:2:0,component-9afcec11261ae205,4341,4
4342:0:0,component-c83ecac2e600f544,4342,4
4343:0:0,component-ad0811f6fe8908b8,4343,2
4344:0:0,component-33199fcfbb389cbb,4344,0
4345:0:0,component-00b047675f15fe2f,4345,1
4345:2:0,component-00b047675f15fe2f,4345,1
4346:0:0,component-14d5002be8a949df,4346,2
4347:0:0,component-0d5de32798e28b6d,4347,1
4348:0:0,component-8e327e15d7ddb369,4348,1
4349:0:0,component-5bd61c922cd25fb7,4349,0
434:0:0,component-256340c60dd239b9,434,3
4350:0:0,component-b73acc73bdf99fff,4350,0
4351:0:0,component-c61d8bddb79d6c71,4351,3
4352:0:0,component-0724303d472d024b,4352,2
4353:0:0,component-4204b6c8a9fcc053,4353,1
4354:0:0,component-56c1d63ff5053cfc,4354,3
4354:2:0,component-56c1d63ff5053cfc,4354,3
4355:0:0,component-6c4254b7a3a8974d,4355,0
4356:0:0,component-a331140a16a83513,4356,1
4357:0:0,component-0752a30255c3c5f0,4357,0
4358:0:0,component-a77381f9122f795c,4358,0
4359:0:0,component-545e254d9622bc28,4359,3
435:0:0,component-7c847455ac9f9a2f,435,0
4360:0:0,component-21be3643bf7c5f10,4360,0
4360:2:0,component-21be3643bf7c5f10,4360,0
4361:0:0,component-3612da0e8582d45e,4361,2
4361:2:0,component-3612da0e8582d45e,4361,2
4362:0:0,component-142b2ffd3c8c4ef5,4362,1
4363:0:0,component-3b71c7df876956ad,4363,0
4363:2:0,component-3b71c7df876956ad,4363,0
4363:4:0,component-3b71c7df876956ad,4363,0
4364:0:0,component-23568d6d59134b16,4364,3
4365:0:0,component-c4d503b84ff95e9c,4365,3
4365:2:0,component-c4d503b84ff95e9c,4365,3
4365:4:0,component-c4d503b84ff95e9c,4365,3
4366:0:0,component-5a170ce7e154c33e,4366,2
4367:0:0,component-f10d0964a0fbc6b0,4367,2
4368:0:0,component-1f071adca4cc7a67,4368,3
4369:0:0,component-fe9be3c0bd1b9465,4369,3
436:0:0,component-1ca71bb0fd6ed2c9,436,2
436:2:0,component-1ca71bb0fd6ed2c9,436,2
436:4:0,component-1ca71bb0fd6ed2c9,436,2
4370:0:0,component-a1fbc26d75360281,4370,3
4370:2:0,component-a1fbc26d75360281,4370,3
4371:0:0,component-2221c357eabe1c92,4371,3
4372:0:0,component-e683792375406767,4372,2
4373:0:0,component-902bfe533c50495c,4373,3
4374:0:0,component-b90c2dfe2a90d420,4374,1
4375:0:0,component-3da19d479aa8cae9,4375,1
4375:2:0,component-3da19d479aa8cae9,4375,1
4376:0:0,component-482dc23024f62e23,4376,1
4376:2:0,component-482dc23024f62e23,4376,1
4377:0:0,component-dfa496aeaec69bbc,4377,2
4378:0:0,component-88713c022b98f8c5,4378,1
4379:0:0,component-6cbc04e6010ee61e,4379,2
437:0:0,component-db8e16a81fede6e0,437,3
4380:0:0,component-a1e91c1d7c94edbb,4380,3
4381:0:0,component-30686014affb349a,4381,1
4381:2:0,component-30686014affb349a,4381,1
4382:0:0,component-de9cde1369c7f3a6,4382,1
4383:0:0,component-2e77a5450759929d,4383,2
4384:0:0,component-f14bc0d2c98af86d,4384,0
4385:0:0,component-5e71443f79999994,4385,1
4386:0:0,component-b22ad9f5972cf0f7,4386,1
4387:0:0,component-e82ac30c7df1b402,4387,2
4389:0:0,component-4e61d89024a09b8d,4389,3
438:0:0,component-0dbf1bc9b45b120a,438,2
4390:0:0,component-f2b911fcc5e99046,4390,0
4391:0:0,component-bef8eba440c4e957,4391,2
4392:0:0,component-78df03bf38b3307d,4392,3
4393:0:0,component-24b055dc0c3ca205,4393,2
4394:0:0,component-87d5dd9a1a5552d0,4394,1
4395:0:0,component-0cee6503a9601d34,4395,4
4396:0:0,component-2122d70530593ae9,4396,4
4397:0:0,component-7cb1d99922011730,4397,4
4398:0:0,component-ed29bf44c231d402,4398,1
4398:2:0,component-ed29bf44c231d402,4398,1
4399:0:0,component-3b1a02513dcf68fc,4399,2
4399:2:0,component-3b1a02513dcf68fc,4399,2
439:0:0,component-f4a5d030d9daeea0,439,3
43:0:0,component-a23508f6c4f86a42,43,1
4400:0:0,component-961be634a4a6d963,4400,1
4401:0:0,component-77418b2bed2444c8,4401,4
4402:0:0,component-6b02c68d75ff9066,4402,3
4403:0:0,component-4c626d861fd9030a,4403,2
